,company,location,position,experience,Experience_min,Experience_max,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7,skill_8,skill_9,skill_10,skill_11,skill_12,skill_13,skill_14,skill_15,skill_16,skill_17,skill_18,skill_19,skill_20,skill_21,skill_22,skill_23,skill_24,skill_25,skill_26,skill_27,skill_28
789,AppBell Technologies Pvt Ltd,Pune,Field Sales Executives for our Indian business.,0 - 3,0,3,java  ,  web development  ,  android development,,,,,,,,,,,,,,,,,,,,,,,,,
790,UNIKAIHATSU SOFTWARE PVT. LTD.,Japan,Application development,3 - 6,3,6,jlpt  ,  web development  ,  vb.net  ,  c#.net,,,,,,,,,,,,,,,,,,,,,,,,
791,Excellent WebWorld,Ahmedabad,Flutter Developer,0 - 3,0,3,algorithms  ,  oops  ,  mobile  ,  web development,,,,,,,,,,,,,,,,,,,,,,,,
792,APPLYCUP HIRING SOLUTIONS LLP,"Delhi,  Delhi/NCR",BACK-END WEB DEVELOPER,2 - 6,2,6,git  ,  web developer  ,  web development,,,,,,,,,,,,,,,,,,,,,,,,,
793,neo learnings pvt. ltd.,Delhi,Web / Graphic Designer,1 - 4,1,4,graphic designer  ,  web development  ,  testing,,,,,,,,,,,,,,,,,,,,,,,,,
794,neo learnings pvt. ltd.,Delhi,Android Developer,1 - 4,1,4,coding   ,  web development  ,   coding  ,   development,,,,,,,,,,,,,,,,,,,,,,,,
795,Minivet System,Kolkata,Online Bidder,1 - 4,1,4,website  ,   graphics designing  ,   Web Development.,,,,,,,,,,,,,,,,,,,,,,,,,
796,limenzy technologies,Thiruvananthapuram,PHP Team Lead,0 - 3,0,3,mobile  ,  php  ,  web development  ,  api,,,,,,,,,,,,,,,,,,,,,,,,
797,mark and make media private limited,Pune,Web Developer,1 - 4,1,4,css  ,  php  ,  web development  ,  html,,,,,,,,,,,,,,,,,,,,,,,,
798,Webethics Solutions,Mohali,Web Developer,1 - 3,1,3,web developer  ,  web development  ,  mvc,,,,,,,,,,,,,,,,,,,,,,,,,
799,APPLYCUP HIRING SOLUTIONS LLP,Ahmedabad,Web Developers,0 - 4,0,4,web development  ,  html  ,  javascript  ,  jquery,,,,,,,,,,,,,,,,,,,,,,,,
800,Gift My Emotions,Gurgaon,SEO  ( Search Engine Optimizer ),3 - 6,3,6,css  ,  javascript  ,  web development  ,  html,,,,,,,,,,,,,,,,,,,,,,,,
801,Synergetics IT Services,Mumbai,Java Trainer,4 - 12,4,1,java  ,  web development  ,  Agile methodology,,,,,,,,,,,,,,,,,,,,,,,,,
802,web mingo it solutions pvt. ltd.,Lucknow,MEAN Stack Developer,2 - 5,2,5,web development  ,  javascript  ,  Node JS,,,,,,,,,,,,,,,,,,,,,,,,,
803,JVS Technologies Pvt. Ltd.,Kolkata,Web Developer - Jr,4 - 5,4,5,java  ,  web developer  ,  web development,,,,,,,,,,,,,,,,,,,,,,,,,
804,CRIMSON INTERACTIVE PVT LTD,Mumbai,SDE 1 /  SDE 2 /  SDE 3,0 - 3,0,3,python  ,  web development  ,   keep learning,,,,,,,,,,,,,,,,,,,,,,,,,
805,drlive software private limited,Bengaluru / Bangalore,Android Developer,2 - 5,2,5,fundamentals  ,  web development  ,   Spring  ,   Play,,,,,,,,,,,,,,,,,,,,,,,,
806,intersmart solutions,Cochin/ Kochi/ Ernakulam,UI / UX DEVELOPER,2 - 5,2,5,css  ,  html5  ,  web development,,,,,,,,,,,,,,,,,,,,,,,,,
807,young minds technology solutions pvt ltd,Tirupati,Web Designer,0 - 3,0,3,web development  ,  html  ,  problem solving  ,  graphics  ,  javascript,,,,,,,,,,,,,,,,,,,,,,,
808,greenhonchos pvt ltd,Noida/Greater Noida,Software Developer / Fullstack Developer  ( Laravel ),0 - 3,0,3,css  ,  javascript  ,  php  ,  html  ,  web development  ,  api,,,,,,,,,,,,,,,,,,,,,,
809,Hotstar,Mumbai,Staff Software Development Engineer  ( Web )  - Player Team,6 - 8,6,8,web development  ,  drm  ,  mobile  ,  javascript  ,  angularjs  ,  dash,,,,,,,,,,,,,,,,,,,,,,
810,SILVERMINE SOFTWARE,Bengaluru / Bangalore,Angular Developer,4 - 7,4,7,cache  ,  javascript  ,  asp.net  ,  web development  ,  api,,,,,,,,,,,,,,,,,,,,,,,
811,CareerXperts Consulting,Bengaluru / Bangalore,Senior  /  Lead Polyglot Programmer  Software Craftsmanship  Open Source Enthusiast,0 - 3,0,3,security  ,  java  ,  web development  ,  python  ,  ruby  ,  php,,,,,,,,,,,,,,,,,,,,,,
812,coalition india pvt ltd,,SEO  /  Marketing Project Manager,0 - 3,0,3,css  ,  wordpress  ,  web development  ,  html  ,  magento  ,  php,,,,,,,,,,,,,,,,,,,,,,
813,agt electronics ltd,Coimbatore,Frontend Developer - VueJS,2 - 5,2,5,javascript  ,  nosql  ,  database  ,  git  ,  oops  ,  web development,,,,,,,,,,,,,,,,,,,,,,
814,Visa Inc.,Bengaluru / Bangalore,Technical Product Manager,8 - 12,8,1,web development  ,  api  ,  rest  ,  mobile  ,  soap,,,,,,,,,,,,,,,,,,,,,,,
817,Angstle Technologies Pvt. Ltd.,Delhi,SEO Executive,1 - 4,1,4,css  ,  written communication  ,  web development  ,  html,,,,,,,,,,,,,,,,,,,,,,,,
818,G-ABLE Group,Thailand,Developer Mobile Native  ( Android ),3 - 6,3,6,java  ,  mobile  ,  web development  ,  android development,,,,,,,,,,,,,,,,,,,,,,,,
819,Essence Software Solutions Pvt. Ltd.,Gurgaon,Laravel Developer,2 - 5,2,5,laravel  ,  css  ,  web development  ,  html  ,  api  ,  javascript,,,,,,,,,,,,,,,,,,,,,,
820,AAR Technologies and Software Solution Pvt. Ltd.,Kolkata,Front-end Developer,0 - 3,0,3,markup languages  ,  mobile  ,  html  ,  web development,,,,,,,,,,,,,,,,,,,,,,,,
821,GLOBAL ADVERTISERS,Mumbai,WEB DEVELOPER,1 - 4,1,4,c#  ,  html5  ,  .net  ,  web development,,,,,,,,,,,,,,,,,,,,,,,,
822,kenscio digital marketing pvt ltd,Bengaluru / Bangalore,Campaign Executive,0 - 3,0,3,css  ,  firefox  ,  .net  ,  html  ,  web development  ,  api,,,,,,,,,,,,,,,,,,,,,,
823,Think Future Technologies Pvt Ltd,Gurgaon,React Native Developer,3 - 6,3,6,c  ,  java  ,  debugging  ,  web development  ,  javascript,,,,,,,,,,,,,,,,,,,,,,,
824,Yudiz Solutions,Ahmedabad,Mean Stack Developer,1 - 2,1,2,git  ,  xml  ,  json  ,  web development  ,  svn  ,  javascript,,,,,,,,,,,,,,,,,,,,,,
825,Ladders Up Hr Solutions,Bengaluru / Bangalore,"Software ,  UI  ( CSS3 )  developer",2 - 6,2,6,html5  ,  bootstrap  ,  web development  ,  html,,,,,,,,,,,,,,,,,,,,,,,,
826,UNIKAIHATSU SOFTWARE PVT. LTD.,Japan,Web application development,5 - 8,5,8,project leader  ,  java  ,  jlpt  ,  web development,,,,,,,,,,,,,,,,,,,,,,,,
827,Maximus Human Resources Pvt Ltd.,Bengaluru / Bangalore,Front End Developer /  Designer,0 - 3,0,3,css  ,  graphics  ,  javascript  ,  sql  ,  web development  ,  html,,,,,,,,,,,,,,,,,,,,,,
828,neo learnings pvt. ltd.,Delhi,Email Marketing,1 - 4,1,4,email marketing  ,  web development  ,  testing and implementations,,,,,,,,,,,,,,,,,,,,,,,,,
829,neo learnings pvt. ltd.,Delhi,.net Developer,1 - 4,1,4,.net developer  ,  web development  ,  Application development,,,,,,,,,,,,,,,,,,,,,,,,,
830,Core Competency Group,Gurgaon,IT Team Leader,0 - 3,0,3,security  ,  information technology  ,  team player  ,  web development,,,,,,,,,,,,,,,,,,,,,,,,
831,glan management consultancy pvt. ltd.,Mexico,Back-End Developer,2 - 5,2,5,ddd  ,  docker  ,  git  ,  web development  ,  mongodb,,,,,,,,,,,,,,,,,,,,,,,
832,kavayah it solutions pvt ltd.,Hyderabad/Secunderabad,Junior .net developer,1 - 4,1,4,c#  ,  css  ,  javascript  ,  asp.net  ,  .net  ,  web development,,,,,,,,,,,,,,,,,,,,,,
833,SWASTIK INFOTECH,Kolkata,Developer,1 - 2,1,2,java  ,  html5  ,  asp.net  ,  web development  ,  jquery,,,,,,,,,,,,,,,,,,,,,,,
834,alliance recruitment agency,Ahmedabad,WordPress Developer,1 - 4,1,4,wordpress developer  ,  git  ,  wordpress  ,  web development,,,,,,,,,,,,,,,,,,,,,,,,
835,JobsLo Consultants,Mumbai,Web Developer,4 - 7,4,7,css  ,  mobile  ,  git  ,  web development  ,  html,,,,,,,,,,,,,,,,,,,,,,,
836,Aptence,Noida/Greater Noida,Frontend Developer,0 - 3,0,3,css  ,  ece  ,  web development  ,  html  ,  bootstrap  ,  javascript,,,,,,,,,,,,,,,,,,,,,,
837,xtra care hr solution,"Delhi,  Delhi/NCR",web developer,0 - 1,0,1,java  ,  web developer  ,  web development  ,  html  ,  ajax,,,,,,,,,,,,,,,,,,,,,,,
838,Blocklogy Edutech Private limited,Navi Mumbai,IoT Developer,1 - 3,1,3,information technology  ,  devops  ,  web development  ,  api,,,,,,,,,,,,,,,,,,,,,,,,
839,CareerXperts Consulting,Bengaluru / Bangalore,Security Researcher,2 - 10,2,1,python  ,  security  ,  django  ,  software engineering  ,  web development,,,,,,,,,,,,,,,,,,,,,,,
840,byte-matrix pvt ltd,Gurgaon,ACCOUNT / PROJECT MANAGER,1 - 4,1,4,web technologies  ,  web development  ,  Knowledge of web technologies,,,,,,,,,,,,,,,,,,,,,,,,,
841,Career Strategy Solutions,Delhi,Social Media Expert  ( Lead ),6 - 10,6,1,graphics  ,  html  ,  web development  ,  messaging  ,  written communication,,,,,,,,,,,,,,,,,,,,,,,
842,MarvyLogic,"Delhi,  Delhi/NCR",Tech Lead  React JS Developer,6 - 8,6,8,web development  ,  problem solving  ,  React JS Developer,,,,,,,,,,,,,,,,,,,,,,,,,
843,Xtracare HR Solution,"Delhi,  Delhi/NCR",web developer,0 - 1,0,1,java  ,  web developer  ,  web development  ,  html  ,  ajax,,,,,,,,,,,,,,,,,,,,,,,
844,Jobmirror Consultancy,"Delhi,  Delhi/NCR",Ruby on Rails  (  Delhi  )  - IT,2 - 7,2,7,html5  ,  web development  ,  angularjs  ,  jquery  ,  ruby,,,,,,,,,,,,,,,,,,,,,,,
845,Jobmirror Consultancy,Gurgaon,Node Js Developer - IT,3 - 8,3,8,cassandra  ,  infrastructure  ,  web development  ,  javascript  ,  messaging,,,,,,,,,,,,,,,,,,,,,,,
846,cueserve inc.,Vadodara,SENIOR ANGULAR DEVELOPER,5 - 8,5,8,rdbms  ,  bootstrap  ,  javascript  ,  sql  ,  json  ,  web development,,,,,,,,,,,,,,,,,,,,,,
847,cueserve inc.,Vadodara,JUNIOR ANGULAR DEVELOPER,1 - 4,1,4,rdbms  ,  bootstrap  ,  javascript  ,  sql  ,  json  ,  web development,,,,,,,,,,,,,,,,,,,,,,
848,cueserve inc.,Vadodara,ASSOSIATIVE SOLUTION ARCHITECH  /  SOLUTION ARCHITECH LEVEL,5 - 9,5,9,java  ,  solution architect  ,  web development  ,  problem solving,,,,,,,,,,,,,,,,,,,,,,,,
849,pentagon education services,Bengaluru / Bangalore,Website Coordinator,1 - 3,1,3,information technology  ,  web development  ,  website development,,,,,,,,,,,,,,,,,,,,,,,,,
850,Samcom Technobrains Pvt. Ltd.,Ahmedabad,Business Developer,0 - 3,0,3,problem solving  ,  written communication  ,  web development,,,,,,,,,,,,,,,,,,,,,,,,,
851,"Electrobrain modern technologies pvt ltd
     (More Jobs)",(More Jobs),Web Developer,2 - 7,2,7,Web Development  ,  Php  ,  Laravel  ,  Javascript  ,  Wordpress  ,  Magento,,,,,,,,,,,,,,,,,,,,,,
852,Nielsen Research Ltd. Co.,Israel,DevOps,2 - 5,2,5,cloud services  ,  team player  ,  docker  ,  devops  ,  infrastructure  ,  web development,,,,,,,,,,,,,,,,,,,,,,
853,TandA HR Solutions,Ahmedabad,WordPress Developer,1 - 4,1,4,wordpress developer  ,  wordpress  ,  html5  ,  php  ,  web development  ,  javascript,,,,,,,,,,,,,,,,,,,,,,
854,zf india pvt ltd,Chennai,R & D Data Systems Engineer,3 - 5,3,5,database  ,  debugging  ,  web development  ,  python  ,  c  ,  operating system  ,  ubuntu  ,  infrastructure,,,,,,,,,,,,,,,,,,,,
855,advance auto parts,Hyderabad/Secunderabad,Security Engineer,7 - 10,7,1,hosting  ,  storage  ,  security  ,  linux  ,  web development  ,  middleware  ,  written communication  ,  unix,,,,,,,,,,,,,,,,,,,,
856,Hotstar,China,Lead Software Engineer - Web,5 - 8,5,8,algorithms  ,  javascript  ,  software engineer  ,  web development  ,  data structures,,,,,,,,,,,,,,,,,,,,,,,
857,infostretch solutions pvt ltd,Ahmedabad,Technical Lead - React JS,6 - 10,6,1,fundamentals  ,  css  ,  svn  ,  javascript  ,  grunt  ,  git  ,  web development  ,  html,,,,,,,,,,,,,,,,,,,,
858,KIWITECH,Noida/Greater Noida,React Native Developer,3 - 6,3,6,css  ,  mobile  ,  javascript  ,  jquery  ,  oop  ,  xml  ,  json  ,  web development  ,  phonegap,,,,,,,,,,,,,,,,,,,
859,CarDekho,Gurgaon,UI Engineer,3 - 6,3,6,software design  ,  debugging  ,  web development  ,  api  ,  mobile  ,  problem solving,,,,,,,,,,,,,,,,,,,,,,
860,Morgan Stanley Pvt Ltd,,Financial Product Owner,0 - 3,0,3,c    ,  java  ,  web development  ,  big data  ,  python  ,  problem solving  ,  javascript,,,,,,,,,,,,,,,,,,,,,
861,HEALTHCARE INFORMATICS PVT. LTD,Vadodara,Angular Developer,4 - 7,4,7,c#  ,  asp.net  ,  ado.net  ,  .net  ,  web development  ,  windows  ,  sql,,,,,,,,,,,,,,,,,,,,,
862,TandA HR Solutions,Mohali,React Native Developer,4 - 7,4,7,laravel  ,  wordpress  ,  oops  ,  codeigniter  ,  php developer  ,  php  ,  web development,,,,,,,,,,,,,,,,,,,,,
863,creative infoway,Ahmedabad,Joomla Developer,0 - 3,0,3,mobile  ,  joomla  ,  web development  ,  html  ,  content management system,,,,,,,,,,,,,,,,,,,,,,,
864,Appclick web & Securities,Rajkot,Web Developer - WordPress / PHP,5 - 10,5,1,wordpress  ,  hosting  ,  bug fixing  ,  web developer  ,  php  ,  web development,,,,,,,,,,,,,,,,,,,,,,
865,JobsLo Consultants,Bengaluru / Bangalore,UI Developer II,3 - 6,3,6,css  ,  html5  ,  javascript  ,  jquery  ,  grunt  ,  web development  ,  mvc  ,  phonegap,,,,,,,,,,,,,,,,,,,,
866,SankalpTaru,Dehradun,Web Developer,3 - 6,3,6,wordpress  ,  html5  ,  bootstrap  ,  javascript  ,  security  ,  php  ,  web development,,,,,,,,,,,,,,,,,,,,,
867,Merkle Inc.,Philadelphia,Sitecore Frontend Developer,3 - 6,3,6,css  ,  html5  ,  salesforce  ,  html  ,  web development  ,  javascript  ,  forms,,,,,,,,,,,,,,,,,,,,,
868,Merkle Inc.,,Sitecore Frontend Developer,3 - 6,3,6,css  ,  html5  ,  salesforce  ,  html  ,  web development  ,  javascript  ,  forms,,,,,,,,,,,,,,,,,,,,,
869,Merkle Inc.,Chicago,Sitecore Frontend Developer,3 - 6,3,6,css  ,  html5  ,  salesforce  ,  html  ,  web development  ,  javascript  ,  forms,,,,,,,,,,,,,,,,,,,,,
875,Merkle Inc.,New York City,Sitecore Frontend Developer,3 - 6,3,6,css  ,  html5  ,  salesforce  ,  html  ,  web development  ,  javascript  ,  forms,,,,,,,,,,,,,,,,,,,,,
878,Merkle Inc.,Pittsburgh,Sitecore Frontend Developer,3 - 6,3,6,css  ,  html5  ,  salesforce  ,  html  ,  web development  ,  javascript  ,  forms,,,,,,,,,,,,,,,,,,,,,
879,DENTSU,Thane,Sitecore .net-IC Senior ( SA2 ) -Digital Experience,0 - 3,0,3,information technology  ,  devops  ,  web development  ,  mvc  ,  microsoft azure  ,  infrastructure  ,  .net,,,,,,,,,,,,,,,,,,,,,
880,Visa Inc.,Bengaluru / Bangalore,Technical Product Manager,8 - 12,8,1,security  ,  web development  ,  api  ,  rest  ,  access management  ,  soap,,,,,,,,,,,,,,,,,,,,,,
881,Earning Designs,Bengaluru / Bangalore,Full stack Developer,1 - 4,1,4,css  ,  problem solving  ,  javascript  ,  database  ,  php  ,  html  ,  web development,,,,,,,,,,,,,,,,,,,,,
882,jaddm,Bengaluru / Bangalore,Website coordinator,1 - 3,1,3,information technology  ,  html5  ,  mobile  ,  web development  ,  html,,,,,,,,,,,,,,,,,,,,,,,
883,Binance,,Senior iOS Architect,5 - 8,5,8,c    ,  security  ,  data structures  ,  web development  ,  github  ,  mobile  ,  javascript,,,,,,,,,,,,,,,,,,,,,
884,WHITE FORCE,Gurgaon,Front End Developer,8 - 11,8,1,css  ,  c  ,  mobile  ,  javascript  ,  debugging  ,  html  ,  web development,,,,,,,,,,,,,,,,,,,,,
885,Dreamline Technologies Pvt. Ltd.,Patna,PHP Developer,0 - 3,0,3,css  ,  php developer  ,  javascript  ,  php  ,  html  ,  web development  ,  mysql  ,  api,,,,,,,,,,,,,,,,,,,,
887,shiprocket,Delhi,PHP Developer,0 - 3,0,3,laravel  ,  problem solving  ,  git  ,  php  ,  web development  ,  mysql  ,  angularjs,,,,,,,,,,,,,,,,,,,,,
888,granicus,,Product Training Specialist  ( OpenCities  &  OpenForms ),1 - 3,1,3,css  ,  security  ,  html  ,  web development  ,  javascript  ,  forms  ,  content management system,,,,,,,,,,,,,,,,,,,,,
889,CodeMaya,Lucknow,Advance Front End Developer,4 - 6,4,6,css  ,  mobile  ,  ajax  ,  javascript  ,  jquery  ,  web development  ,  html  ,  api,,,,,,,,,,,,,,,,,,,,
890,CodeMaya,Lucknow,React JS Developer,1 - 5,1,5,github  ,  javascript  ,  react.js  ,  node.js  ,  web development,,,,,,,,,,,,,,,,,,,,,,,
891,Magika Smartech,"Ahmedabad,  Mumbai",Ruby on Rails Developer,2 - 5,2,5,information technology  ,  storage  ,  ruby  ,  jlpt  ,  technology consulting  ,  web development,,,,,,,,,,,,,,,,,,,,,,
892,The Plum Tree Group,,Front End Developer,5 - 8,5,8,css  ,  html  ,  web development  ,  mobile  ,  javascript  ,  ruby  ,  node.js,,,,,,,,,,,,,,,,,,,,,
893,Textron India Pvt Ltd,,IT Program Analyst,0 - 3,0,3,apex  ,  internet technologies  ,  sql  ,  salesforce  ,  debugging  ,  software engineering  ,  web development,,,,,,,,,,,,,,,,,,,,,
894,Koch Global Business Services,Bengaluru / Bangalore,PI System Analyst,4 - 7,4,7,graphics  ,  sql  ,  database  ,  web development  ,  web api  ,  javascript  ,  .net,,,,,,,,,,,,,,,,,,,,,
895,Morgan Stanley Pvt Ltd,,UI  /  Front End Dev  ( Application Development ),0 - 3,0,3,spring  ,  java  ,  web development  ,  javascript  ,  git  ,  team player,,,,,,,,,,,,,,,,,,,,,,
896,ion trading india pvt. ltd.,Noida/Greater Noida,C   Developer,0 - 3,0,3,c    ,  linux  ,  web development  ,  problem solving  ,  infrastructure  ,  unix,,,,,,,,,,,,,,,,,,,,,,
897,Magika Smartech,Mumbai,Web Publisher,8 - 10,8,1,css  ,  aem  ,  sharepoint  ,  frontpage  ,  xml  ,  html  ,  web development,,,,,,,,,,,,,,,,,,,,,
898,Merkle Inc.,Thane,Sitecore .net-IC Senior ( SA2 ) -Digital Experience-Merkle US,0 - 2,0,2,information technology  ,  devops  ,  web development  ,  mvc  ,  microsoft azure  ,  infrastructure  ,  .net,,,,,,,,,,,,,,,,,,,,,
899,Veeva Systems,,Senior Software Engineer - Android,5 - 8,5,8,bi  ,  senior software engineer  ,  web development  ,  api  ,  san  ,  mobile,,,,,,,,,,,,,,,,,,,,,,
